txn_id_clean,timestamp_clean,transaction_date,transaction_hour,transaction_month,user_id_clean,merchant_id_clean,amount_clean,amount_abs,amount_negative_flag,amount_missing_flag,utr_clean,utr_valid_flag,utr_missing_flag,mcc_clean,status_clean,successful_flag,failed_flag,pending_flag,merchant_name_clean,merchant_category_analysis,business_type_clean,merchant_status_clean,declared_avg_ticket_clean,city_clean,state_clean,monthly_income_clean,occupation_clean,kyc_status_clean,risk_segment_clean,chargeback_flag,chargeback_count,chargeback_amount,chargeback_fraud_count,chargeback_high_severity_count,user_chargeback_count,user_disputed_amount,merchant_chargeback_count,merchant_disputed_amount,minutes_since_prev_user_txn,rapid_transaction_flag,merchant_daily_txn_count,merchant_spike_flag,high_value_flag,high_risk_user_flag,high_risk_merchant_flag,risk_signal_score,risk_signal_level,kyc_fk_valid_flag,merchant_fk_valid_flag,reporting_delay_hours,reported_after_7_days_flag,data_quality_issue_count,data_quality_status
TXN00000256,2026-01-07 17:16:36,2026-01-07,17,2026-01,USR10110,MCH5014,13924.46,13924.46,False,False,UTR5941138189,True,False,7011,Success,True,False,False,,Hotel & Lodging,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00018687,2026-02-22 18:47:14,2026-02-22,18,2026-02,USR10111,MCH5125,18111.68,18111.68,False,False,UTR6600771706,True,False,7011,Success,True,False,False,Dave And Sons,Food Services,Private Limited,Active,838.15,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,361.6,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00017257,2026-03-06 00:10:54,2026-03-06,0,2026-03,USR10119,MCH2039,586.09,586.09,False,False,UTR8884000249,True,False,,Success,True,False,False,,Unknown / Unmapped,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00010280,2026-03-11 21:06:48,2026-03-11,21,2026-03,USR10125,MCH1210,10766.24,10766.24,False,False,UTR5287259931,True,False,5912,Success,True,False,False,"Dua, Buch And Kaul",Books & Stationery,Private Limited,Suspended,1903.0,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,True,15,Low,False,True,,False,1,Needs Review
TXN00018445,2026-01-04 05:27:10,2026-01-04,5,2026-01,USR10128,MCH9275,17945.13,17945.13,False,False,UTR1987522908,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00005860,2026-02-19 04:55:06,2026-02-19,4,2026-02,USR10128,MCH1174,-14669.18,14669.18,True,False,UTR5010910907,True,False,,Failed,False,True,False,Mander-Kari,Grocery,Partnership,Active,1013.97,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66207.93333333333,False,1,False,False,False,False,10,Low,False,True,,False,2,Needs Review
TXN00008273,2026-01-16 00:00:00,2026-01-16,0,2026-01,USR10134,MCH2185,1750.45,1750.45,False,False,UTR2668786102,True,False,5912,Success,True,False,False,Wagle Inc,Medical,Private Limited,Suspended,828.0,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,True,15,Low,False,True,,False,1,Needs Review
TXN00015075,2026-03-19 05:44:37,2026-03-19,5,2026-03,USR10142,MCH3620,23295.4,23295.4,False,False,UTR3742930408,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00008712,2026-01-17 10:23:36,2026-01-17,10,2026-01,USR10143,MCH6078,7244.55,7244.55,False,False,,False,True,5812,Success,True,False,False,Oza-Srinivasan,Telecom,Individual,Active,4379.06,Mumbai,Maharashtra,20853.0,Farmer,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,10,Low,True,True,,False,2,Needs Review
TXN00017486,2026-03-08 05:28:57,2026-03-08,5,2026-03,USR10143,MCH3727,7545.58,7545.58,False,False,UTR7318227043,True,False,5411,Success,True,False,False,,Grocery,,,,Mumbai,Maharashtra,20853.0,Farmer,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71705.35,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00011894,2026-01-15 01:40:06,2026-01-15,1,2026-01,USR10147,MCH3275,12485.3,12485.3,False,False,UTR5080506799,True,False,4131,Failed,False,True,False,Sridhar And Sons,Apparel,Partnership,On Hold,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,False,1,False,False,False,False,20,Medium,False,True,,False,1,Needs Review
TXN00009587,2026-03-20 22:04:48,2026-03-20,22,2026-03,USR10156,MCH1421,4524.57,4524.57,False,False,UTR4554286330,True,False,5912,Success,True,False,False,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,1360.01,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00008793,2026-03-06 02:46:48,2026-03-06,2,2026-03,USR10159,MCH2522,3524.93,3524.93,False,False,UTR1117376146,True,False,7011,Success,True,False,False,Savant-Sangha,Retail,Partnership,Active,702.03,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,2,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00011293,2026-03-17 23:03:22,2026-03-17,23,2026-03,USR10160,MCH5990,13850.23,13850.23,False,False,UTR7733747708,True,False,4131,Processing,False,False,True,,Transportation,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00006892,2026-01-24 16:09:30,2026-01-24,16,2026-01,USR10162,MCH8198,22520.0,22520.0,False,False,,False,True,5411,Failed,False,True,False,Buch-Sengupta,Department Store,Individual,Inactive,2004.67,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,15,Low,False,True,,False,3,Needs Attention
TXN00016514,2026-03-09 00:00:00,2026-03-09,0,2026-03,USR10168,MCH9950,12265.35,12265.35,False,False,UTR6947557501,True,False,7011,Success,True,False,False,,Hotel & Lodging,,,,Bengaluru,Karnataka,11.3,Retired,In Progress,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,2,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00009289,2026-02-20 11:00:08,2026-02-20,11,2026-02,USR10186,MCH8364,10108.71,10108.71,False,False,UTR0635208084,True,False,5912,Success,True,False,False,Kataplc,Medical,Individual,Active,753.31,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00004816,2026-02-04 03:08:14,2026-02-04,3,2026-02,USR10190,MCH4895,23371.0,23371.0,False,False,UTR8064637653,True,False,5812,Failed,False,True,False,,Food Services,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,5,Low,False,False,,False,2,Needs Review
TXN00014117,2026-02-11 00:00:00,2026-02-11,0,2026-02,USR10190,MCH5597,8794.69,8794.69,False,False,UTR2531619439,True,False,,Failed,False,True,False,"Shankar, Pandey And Sridhar",Food Services,Private Limited,Active,380.65,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9891.766666666666,False,1,False,False,False,False,5,Low,False,True,,False,1,Needs Review
TXN00004968,2026-03-14 19:06:20,2026-03-14,19,2026-03,USR10191,MCH5661,17880.97,17880.97,False,False,UTR1306237847,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,True,1,686.93,1.0,1.0,1.0,686.93,1.0,686.93,,False,1,False,False,False,False,55,High,False,False,247.99722222222223,True,2,Needs Review
TXN00013631,2026-01-07 07:31:36,2026-01-07,7,2026-01,USR10193,MCH9375,4545.0,4545.0,False,False,UTR7978531205,True,False,5812,Success,True,False,False,"Bhalla, Koshy And Sule",Books & Stationery,Individual,Inactive,924.32,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,2.0,7803.07,,False,1,False,False,False,True,0,Low,False,True,,False,1,Needs Review
TXN00011749,2026-01-15 08:16:03,2026-01-15,8,2026-01,USR10195,MCH1412,6109.15,6109.15,False,False,UTR5325026615,True,False,5411,Success,True,False,False,,Grocery,,,,Ludhiana,Punjab,11451.0,Student,Other,High,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,True,False,20,Medium,True,False,,False,1,Needs Review
TXN00015607,2026-01-26 23:01:01,2026-01-26,23,2026-01,USR10196,MCH4153,19600.08,19600.08,False,False,UTR6550037413,True,False,,Success,True,False,False,Shroff Ltd,Retail,Sole Proprietor,Active,3578.7,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00010109,2026-03-03 22:50:27,2026-03-03,22,2026-03,USR10197,MCH6735,7997.26,7997.26,False,False,UTR5843990621,True,False,,Success,True,False,False,,Unknown / Unmapped,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,1977.08,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00019418,2026-02-17 14:17:59,2026-02-17,14,2026-02,USR10201,MCH1897,-22603.66,22603.66,True,False,UTR0267959990,True,False,7011,Success,True,False,False,,Hotel & Lodging,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,5,Low,False,False,,False,3,Needs Attention
TXN00008060,2026-01-31 01:33:47,2026-01-31,1,2026-01,USR10207,MCH4636,13800.2,13800.2,False,False,UTR5311539263,True,False,7011,Success,True,False,False,Sura And Sons,Apparel,Partnership,Active,,Ludhiana,Punjab,,Salaried,Rejected,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,True,,False,0,Clean
TXN00000315,2026-01-21 19:12:28,2026-01-21,19,2026-01,USR10208,MCH2346,20901.14,20901.14,False,False,UTR7621092533,True,False,5411,Success,True,False,False,Palla-Mannan,Apparel,Partnership,Active,468.76,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00001979,2026-01-29 15:09:41,2026-01-29,15,2026-01,USR10226,MCH1277,21819.53,21819.53,False,False,UTR4525661010,True,False,4131,Processing,False,False,True,Bhatnagar-Borah,Food Services,Individual,Active,3540.87,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00010386,2026-01-12 17:21:26,2026-01-12,17,2026-01,USR10250,MCH7688,4861.88,4861.88,False,False,,False,True,5411,Success,True,False,False,"Kata, Bobal And Basu",Medical,Sole Proprietor,Active,3346.0,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,10,Low,False,True,,False,3,Needs Attention
TXN00003215,2026-01-04 01:33:52,2026-01-04,1,2026-01,USR10255,MCH6246,5747.66,5747.66,False,False,UTR1326708064,True,False,5411,Success,True,False,False,Kota Inc,Apparel,Private Limited,Active,1586.1,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00011752,2026-03-14 11:18:58,2026-03-14,11,2026-03,USR10259,MCH2840,21451.3,21451.3,False,False,UTR9327836897,True,False,5411,Success,True,False,False,,Grocery,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00013582,2026-02-01 23:08:56,2026-02-01,23,2026-02,USR10261,MCH1485,3339.34,3339.34,False,False,UTR9644219295,True,False,5812,Success,True,False,False,,Food Services,,,,Lucknow,Uttar Pradesh,34259.0,Freelancer,Verified,Low,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,True,False,,False,1,Needs Review
TXN00016384,2026-01-15 14:02:16,2026-01-15,14,2026-01,USR10264,MCH7016,12910.67,12910.67,False,False,UTR5621787408,True,False,4131,Success,True,False,False,Ratti Plc,Transportation,Partnership,Active,319.94,Bengaluru,Karnataka,29708.0,Gig Worker,Pending,Medium,False,0,0.0,0.0,0.0,0.0,0.0,1.0,3536.59,,False,1,False,False,False,False,0,Low,True,True,,False,0,Clean
TXN00016849,2026-03-24 21:33:58,2026-03-24,21,2026-03,USR10270,MCH6735,8199.9,8199.9,False,False,UTR9776714722,True,False,5912,Pending,False,False,True,,Medical,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,1977.08,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00004294,2026-03-01 11:38:34,2026-03-01,11,2026-03,USR10273,MCH6512,22701.38,22701.38,False,False,UTR0676349117,True,False,7011,Success,True,False,False,"Sagar, Deep And Rao",Telecom,Sole Proprietor,Active,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00007970,2026-02-13 04:41:18,2026-02-13,4,2026-02,USR10276,MCH8795,22378.55,22378.55,False,False,UTR6666613474,True,False,7011,Pending,False,False,True,Basak-Bhavsar,Books & Stationery,Sole Proprietor,Inactive,243.16,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,0,Low,False,True,,False,1,Needs Review
TXN00010362,2026-01-20 16:11:17,2026-01-20,16,2026-01,USR10279,MCH9877,22194.96,22194.96,False,False,UTR3910188958,True,False,5411,Success,True,False,False,"Garde, Sabharwal And Prashad",Books & Stationery,Private Limited,Active,1246.91,,,,,,,True,1,721.17,0.0,0.0,1.0,721.17,1.0,721.17,,False,1,False,False,False,False,20,Medium,False,True,72.0,False,1,Needs Review
TXN00013691,2026-03-23 15:09:29,2026-03-23,15,2026-03,USR10286,MCH6287,12267.06,12267.06,False,False,UTR2867864576,True,False,4131,Success,True,False,False,,Transportation,,,,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,1.0,807.97,,False,1,False,False,False,False,0,Low,False,False,,False,2,Needs Review
TXN00019174,2026-02-12 00:00:00,2026-02-12,0,2026-02,USR10288,MCH8939,11412.83,11412.83,False,False,,False,True,5411,Processing,False,False,True,"Dhawan, Kamdar And Dalal",Food Services,Individual,Active,729.0,Jaipur,Rajasthan,25270.0,Retired,Verified,Unknown,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,False,10,Low,True,True,,False,2,Needs Review
TXN00004510,2026-03-19 06:32:12,2026-03-19,6,2026-03,USR10294,MCH8976,23537.44,23537.44,False,False,UTR1764972528,True,False,,Success,True,False,False,Prakash Plc,Apparel,Sole Proprietor,Suspended,1358.57,,,,,,,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,1,False,False,False,True,15,Low,False,True,,False,1,Needs Review
